preferred_name,name_name,name_acronym,name_preferred,name_language,type,repository_status,year_established,preferred_org_name,org_name_name,org_name_acronym,org_name_preferred,preferred_org_unit_name,org_unit_name_name,org_unit_name_acronym,org_unit_name_preferred,date_modified,date_created,date_created_month_year
Digital Commons @ Montana Tech,Digital Commons @ Montana Tech,,name,en,institutional,fully_functional,,Montana Tech,Montana Tech,,name,,,,,3/16/2018 12:02,9/3/2013 11:57,2013-09
Digital Commons @ New Haven,Digital Commons @ New Haven,,name,en,institutional,fully_functional,,University of New Haven,University of New Haven,,name,,,,,4/5/2019 10:41,4/5/2019 10:40,2019-04
Digital Commons @ Salve Regina,Digital Commons @ Salve Regina,,name,en,institutional,fully_functional,,Salve Regina University,Salve Regina University,,name,,,,,4/17/2018 12:29,10/18/2013 15:36,2013-10
Digital Commons @ UM Law,Digital Commons @ UM Law,,name,en,institutional,fully_functional,,University of Maryland,University of Maryland,,name,School of Law,School of Law,,name,3/21/2018 11:41,8/4/2006 11:11,2006-08
Digital Commons @Brockport,Digital Commons @Brockport,,name,en,institutional,fully_functional,,"College at Brockport, State University of New York","College at Brockport, State University of New York",,name,,,,,3/16/2018 12:02,4/16/2012 10:10,2012-04
Digital Commons @Salve Regina University,Digital Commons @Salve Regina University,,name,en,institutional,fully_functional,,Salve Regina University,Salve Regina University,,name,McKillop Library,McKillop Library,,name,3/21/2018 11:41,8/17/2006 14:14,2006-08
Digital Commons at Framingham State University,Digital Commons at Framingham State University,,name,en,institutional,fully_functional,,Framingham State University,Framingham State University,,name,Henry Whittemore Library,Henry Whittemore Library,,name,4/17/2018 12:29,5/13/2015 14:41,2015-05
Digital Commons@ IWU,Digital Commons @ Illinois Wesleyan University,Digital Commons@ IWU,acronym,en,institutional,fully_functional,,Illinois Wesleyan University,Illinois Wesleyan University,,name,,,,,3/21/2018 11:41,1/31/2008 10:10,2008-01
Digital Commons@Becker,Digital Commons@Becker,,name,en,institutional,fully_functional,,Washington University,Washington University,,name,School of Medicine,School of Medicine,,name,3/21/2018 11:41,11/10/2010 10:10,2010-11
Digital Commons@Carleton College,Digital Commons@Carleton College,,name,en,institutional,fully_functional,,Carleton College,Carleton College,,name,Gould Library,Gould Library,,name,3/16/2018 12:02,1/4/2006 16:07,2006-01
Digital Commons@Trinity,Digital Commons@Trinity,,name,en,institutional,fully_functional,2004,Trinity University,Trinity University,,name,,,,,6/5/2014 11:19,1/13/2006 12:54,2006-01
Digital Commons@Wayne State University,Digital Commons@Wayne State University,,name,en,institutional,fully_functional,,Wayne State University,Wayne State University,,name,Wayne State University libraries,Wayne State University libraries,,name,3/21/2018 11:41,8/22/2006 11:11,2006-08
Digital DU,Digital DU,,name,en,institutional,fully_functional,,University of Denver,University of Denver,,name,Penrose Library,Penrose Library,,name,4/17/2018 12:29,2/6/2013 12:11,2013-02
Digital Georgetown,Digital Georgetown,,name,en,institutional,fully_functional,,Georgetown University,Georgetown University,,name,Georgetown University Library,Georgetown University Library,,name,2/7/2019 10:11,2/7/2019 10:09,2019-02
Digital Howard,Digital Howard,,name,en,institutional,fully_functional,,Howard University,Howard University,,name,,,,,4/17/2018 12:29,9/6/2016 11:49,2016-09
Digital Karnak,Digital Karnak,,name,en,disciplinary,fully_functional,,University of California,University of California,,name,,,,,3/16/2018 12:02,1/28/2009 9:09,2009-01
Digital Library Jose Maria Vargas Vila,Digital Library Jose Maria Vargas Vila,,name,en,institutional,fully_functional,,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,name,,,,,4/17/2018 12:29,3/31/2015 16:46,2015-03
Digital Library Network for Engineering and Technology,Digital Library Network for Engineering and Technology,DLNET,name,en,disciplinary,withdrawn_from_use,2002,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University,Virginia Tech,name,,,,,1/7/2013 11:37,8/4/2006 9:09,2006-08
Digital Library for Earth System Education,Digital Library for Earth System Education,DLESE,name,en,disciplinary,fully_functional,,National Science Digital Library,National Science Digital Library,NSDL,name,DLESE Program Center,DLESE Program Center,,name,3/16/2018 12:02,8/4/2006 9:09,2006-08
Digital Library of the Commons,Digital Library of the Commons,DLC,name,en,disciplinary,fully_functional,2003,Indiana University,Indiana University,IU,name,Vincent and Elinor Ostrom Workshop in Political Theory and Policy Analysis,Vincent and Elinor Ostrom Workshop in Political Theory and Policy Analysis,,name,3/15/2018 3:35,1/4/2006 9:39,2006-01
Digital Repository @ Iowa State University,Digital Repository @ Iowa State University,,name,en,institutional,fully_functional,,Iowa State University,Iowa State University,,name,Digital Repository @ Iowa State University,Digital Repository @ Iowa State University,,name,3/16/2018 12:02,6/27/2013 17:24,2013-06
Digital Repository at the University of Maryland,Digital Repository at the University of Maryland,DRUM,name,en,institutional,fully_functional,,University of Maryland,University of Maryland,,name,,,,,3/16/2018 12:02,8/4/2006 9:09,2006-08
Digital Repository of Pan American Health Organization,Digital Repository of Pan American Health Organization,,name,en,institutional,fully_functional,,Pan American Health Organization,Pan American Health Organization,PAHO,name,,,,,3/16/2018 12:02,1/5/2011 10:10,2011-01
Digital Scholarship @ Tennessee State University,Digital Scholarship @ Tennessee State University,,name,en,institutional,fully_functional,,Tennessee State University,Tennessee State University,TSU,name,TSU Library,Tennessee State University Library,TSU Library,acronym,3/16/2018 12:02,8/17/2006 14:14,2006-08
Digital Treasures Repository: Central/Western Massachusetts Resource Sharing Project,Digital Treasures Repository: Central/Western Massachusetts Resource Sharing Project,C/WMARS,name,en,disciplinary,fully_functional,,Central/ Western Massachusetts Automated Resource Sharing,Central/ Western Massachusetts Automated Resource Sharing,,name,,,,,3/16/2018 12:02,9/6/2006 15:15,2006-09
Digital UNC,Digital UNC,,name,en,institutional,fully_functional,,University of Northern Colorado,University of Northern Colorado,,name,University of Northern Colorado Libraries,University of Northern Colorado Libraries,,name,3/21/2018 11:41,3/2/2011 11:11,2011-03
Digital USD,Digital USD,,name,en,institutional,fully_functional,,University of San Diego,University of San Diego,,name,,,,,4/17/2018 12:29,9/4/2017 16:07,2017-09
Digital Window @Vassar,Digital Window @Vassar,,name,en,institutional,fully_functional,,Vassar College,Vassar College,,name,Vassar College Libraries,Vassar College Libraries,,name,4/17/2018 12:29,8/8/2012 11:47,2012-08
Digital.Maag,Digital.Maag,,name,en,institutional,fully_functional,,Youngstown State University,Youngstown State University,YSU,name,,,,,3/16/2018 12:02,8/4/2006 9:09,2006-08
DigitalCommons@Bryant University,DigitalCommons@Bryant University,,name,en,institutional,fully_functional,,Bryant University,Bryant University,,name,The Douglas and Judith Krupp Library,The Douglas and Judith Krupp Library,,name,3/21/2018 11:41,8/26/2006 17:17,2006-08
DigitalCommons@C.O.D.,DigitalCommons@C.O.D.,,name,en,institutional,fully_functional,,College of DuPage,College of DuPage,COD,name,,,,,3/21/2018 11:41,9/23/2009 16:16,2009-09
DigitalCommons@CalPoly,DigitalCommons@CalPoly,,name,en,institutional,fully_functional,,California Polytechnic State University,California Polytechnic State University,Cal Poly,name,Library Services Robert E. Kennedy Library,Library Services Robert E. Kennedy Library,,name,3/21/2018 11:41,1/31/2008 10:10,2008-01
DigitalCommons@Columbia,DigitalCommons@Columbia,,name,en,institutional,replaced_by_new_url,2005,Columbia University,Columbia University,,name,Columbia University Libraries,Columbia University Libraries,,name,3/24/2009 15:16,8/4/2006 9:09,2006-08
DigitalCommons@Connecticut College,DigitalCommons@Connecticut College,,name,en,institutional,fully_functional,,Connecticut College,Connecticut College,,name,Charles E. Shain Library,Charles E. Shain Library,,name,3/21/2018 11:41,3/22/2006 12:12,2006-03
DigitalCommons@Fayetteville State University,DigitalCommons@Fayetteville State University,,name,en,institutional,fully_functional,,Fayetteville State University,Fayetteville State University,FSU,name,Charles W Chestnutt Library,Charles W Chestnutt Library,,name,3/21/2018 11:41,8/4/2006 9:09,2006-08
DigitalCommons@Florida International University,DigitalCommons@Florida International University,,name,en,institutional,fully_functional,,Florida International University,Florida International University,FIU,name,,,,,3/21/2018 11:41,3/22/2006 15:24,2006-03
DigitalCommons@Fort Lewis College,DigitalCommons@Fort Lewis College,,name,en,institutional,replaced_by_new_url,,Fort Lewis College,Fort Lewis College,FLC,name,John F Reed Library,John F Reed Library,,name,3/16/2018 12:02,9/23/2009 16:16,2009-09
DigitalCommons@ILR,DigitalCommons@ILR,,name,en,institutional,fully_functional,,Cornell University,Cornell University,,name,Martin P. Catherwood Library,Martin P. Catherwood Library,,name,3/21/2018 11:41,1/4/2006 9:41,2006-01
DigitalCommons@Kennesaw State University,DigitalCommons@Kennesaw State University,,name,en,institutional,fully_functional,,Kennesaw State University,Kennesaw State University,,name,,,,,4/17/2018 12:29,6/3/2015 14:57,2015-06
DigitalCommons@Lesley,DigitalCommons@Lesley,,name,en,institutional,fully_functional,,Lesley University,Lesley University,,name,Lesley University Library,Lesley University Library,,name,4/18/2018 14:06,4/4/2012 11:11,2012-04
DigitalCommons@Linfield,DigitalCommons@Linfield,,name,en,institutional,fully_functional,,Linfield College,Linfield College,,name,,,,,3/21/2018 11:41,5/18/2011 10:10,2011-05
DigitalCommons@Macalester College,DigitalCommons@Macalester College,,name,en,institutional,fully_functional,,Macalester College,Macalester College,,name,DeWitt Wallace library,DeWitt Wallace library,,name,3/21/2018 11:41,1/23/2006 14:22,2006-01
DigitalCommons@Pace,DigitalCommons@Pace,,name,en,institutional,fully_functional,,Pace University,Pace University,Pace,name,,,,,3/21/2018 11:41,4/21/2006 16:29,2006-04
DigitalCommons@Providence,DigitalCommons@Providence,,name,en,institutional,fully_functional,,Providence College,Providence College,PC,name,Phillips Memorial Library,Phillips Memorial Library,,name,3/21/2018 11:41,8/4/2006 9:09,2006-08
DigitalCommons@Robert W. Woodruff Library,DigitalCommons@Robert W. Woodruff Library,,name,en,institutional,fully_functional,,Atlanta University Center,Atlanta University Center,,name,Robert W. Woodruff Library,Robert W. Woodruff Library,,name,3/21/2018 11:41,8/4/2006 9:09,2006-08
DigitalCommons@SHU,DigitalCommons@SHU,,name,en,institutional,fully_functional,,Sacred Heart University,Sacred Heart University,,name,,,,,3/16/2018 12:02,4/16/2012 10:10,2012-04
DigitalCommons@Simmons,DigitalCommons@Simmons,,name,en,institutional,replaced_by_new_url,,Simmons College,Simmons College,,name,,,,,3/16/2018 12:02,8/4/2006 10:10,2006-08
DigitalCommons@Texas Tech University,DigitalCommons@Texas Tech University,,name,en,institutional,replaced_by_new_url,,Texas Tech University,Texas Tech University,TTU,name,,,,,3/16/2018 12:02,8/4/2006 10:10,2006-08
DigitalCommons@The Texas Medical Center,DigitalCommons@The Texas Medical Center,,name,en,institutional,fully_functional,2006,Texas Medical Center,Texas Medical Center,TMC,name,Houston Academy of Medicine - Texas Medical Centre Library,Houston Academy of Medicine - Texas Medical Centre Library,,name,3/21/2018 11:41,2/14/2006 11:16,2006-02
DigitalCommons@UConn,DigitalCommons@UConn,,name,en,institutional,fully_functional,,University of Connecticut,University of Connecticut,UCONN,name,,,,,3/21/2018 11:41,1/31/2006 15:58,2006-01
DigitalCommons@UMaine,DigitalCommons@UMaine,,name,en,institutional,fully_functional,,University of Maine,University of Maine,,name,Fogler Library,Fogler Library,,name,7/12/2018 8:00,7/12/2018 7:58,2018-07
DigitalCommons@URI,DigitalCommons@URI,,name,en,institutional,fully_functional,,University of Rhode Island,University of Rhode Island,,name,University Libraries,University Libraries,,name,3/21/2018 11:41,8/21/2006 15:15,2006-08
DigitalCommons@USU,DigitalCommons@USU,,name,en,institutional,fully_functional,,Utah State University,Utah State University,,name,Merrill-Cazier Library,Merrill-Cazier Library,,name,3/21/2018 11:41,3/2/2009 10:10,2009-03
DigitalCommons@UTEP,DigitalCommons@UTEP,,name,en,institutional,fully_functional,,University of Texas at El Paso,University of Texas at El Paso,UTEP,name,,,,,3/21/2018 11:41,1/4/2006 9:48,2006-01
DigitalCommons@University of Georgia School of Law,DigitalCommons@University of Georgia School of Law,,name,en,institutional,fully_functional,,University of Georgia School of Law,University of Georgia School of Law,,name,,,,,3/21/2018 11:41,8/4/2006 11:11,2006-08
DigitalCommons@University of Nebraska,DigitalCommons@University of Nebraska,DigitalCommons@UNL,name,en,institutional,fully_functional,,University of Nebraska - Lincoln,University of Nebraska - Lincoln,UNL,name,,,,,3/21/2018 11:41,1/4/2006 9:46,2006-01
DigitalCommons@WPI,DigitalCommons@WPI,,name,en,institutional,fully_functional,,Worcester Polytechnic Institute,Worcester Polytechnic Institute,,name,George C. Gordon Library,George C. Gordon Library,,name,4/17/2018 12:29,12/18/2012 15:17,2012-12
DigitalResearch@Fordham,DigitalResearch@Fordham,,name,en,institutional,fully_functional,,Fordham University,Fordham University,,name,Fordham University Libraries,Fordham University Libraries,,name,3/16/2018 12:02,1/31/2008 10:10,2008-01
DiscoverArchive,DiscoverArchive,,name,en,institutional,fully_functional,2004,Vanderbilt University,Vanderbilt University,,name,Jean and Alexander Heard Library,Jean and Alexander Heard Library,,name,3/21/2018 11:41,12/9/2005 11:44,2005-12
Division of Academic and Health Affairs Repository,Division of Academic and Health Affairs Repository,,name,en,institutional,withdrawn_from_use,,University of California,University of California,,name,Office of the President,Office of the President,,name,3/16/2018 12:02,1/31/2008 11:11,2008-01
Documenting the American South,Documenting the American South,,name,en,institutional,fully_functional,1995,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,name,Walter Royal Davis Library,Walter Royal Davis Library,,name,2/24/2017 17:00,8/4/2006 12:12,2006-08
Documents Collection Centre,Documents Collection Centre,,name,en,institutional,fully_functional,,Yale Law School,Yale Law School,,name,Lillian Goldman Law Library,Lillian Goldman Law Library,,name,4/17/2018 12:29,4/1/2015 15:06,2015-04
Dominican Scholar,Dominican Scholar,,name,en,institutional,fully_functional,,Dominican University of California,Dominican University of California,,name,,,,,4/17/2018 12:29,5/2/2017 9:58,2017-05
Drexel Libraries E-Repository and Archives,Drexel Libraries E-Repository and Archives,iDEA,name,en,institutional,fully_functional,,Drexel University,Drexel University,,name,,,,,3/16/2018 12:02,5/8/2007 16:16,2007-05
Dryad,Dryad,,name,en,disciplinary,fully_functional,,Dryad,Dryad,,name,,,,,3/16/2018 12:02,3/12/2009 10:10,2009-03
Duke Law Scholarship Repository,Duke Law Scholarship Repository,,name,en,institutional,fully_functional,,Duke Law School,Duke Law School,Duke,name,,,,,3/21/2018 11:41,10/27/2009 11:11,2009-10
DukeSpace,DukeSpace,,name,en,institutional,fully_functional,,Duke University,Duke University,,name,Duke University Libraries,Duke University Libraries,,name,3/16/2018 12:02,10/27/2008 14:14,2008-10
ESENCe,Ethics in Science and Engineering National Clearinghouse,ESENCe,acronym,en,disciplinary,fully_functional,,University of Massachusetts Amherst,University of Massachusetts Amherst,,name,,,,,3/16/2018 12:02,1/4/2010 13:13,2010-01
ETDs @ VT,ETDs @ VT,,name,en,aggregating,fully_functional,,Digital Library Research Laboratory,Digital Library Research Laboratory,,name,,,,,3/16/2018 12:02,8/7/2006 14:14,2006-08
ETSU Electronic Thesis and Dissertation Archive,ETSU Electronic Thesis and Dissertation Archive,,name,en,institutional,fully_functional,,East Tennessee State University,East Tennessee State University,ETSU,name,,,,,3/16/2018 12:02,1/4/2006 12:04,2006-01
EcoEvoRxiv Preprints,EcoEvoRxiv Preprints,,name,en,disciplinary,fully_functional,,Center for Open Science,Center for Open Science,COS,name,,,,,1/16/2019 9:58,1/16/2019 9:52,2019-01
Ecological Restoration Institute - Northern Arizona University,Ecological Restoration Institute - Northern Arizona University,,name,en,institutional,fully_functional,,Northern Arizona University,Northern Arizona University,,name,,,,,3/16/2018 12:02,1/4/2006 11:28,2006-01
EconPort,EconPort,,name,en,disciplinary,fully_functional,,Experimental Economics Center,Experimental Economics Center,,name,,,,,3/16/2018 12:02,9/6/2006 11:11,2006-09
Education Resources Information Center,Education Resources Information Center,ERIC,name,en,governmental,fully_functional,,U.S. Department of Education,U.S. Department of Education,,name,Institute of Education Sciences,Institute of Education Sciences,IES,name,3/16/2018 12:02,6/26/2009 10:10,2009-06
Education by Design The Bienes Center's WPA Museum Extension Project Collection,Education by Design The Bienes Center's WPA Museum Extension Project Collection,,name,en,disciplinary,fully_functional,,Broward County Library,Broward County Library,,name,,,,,3/16/2018 12:02,9/6/2006 14:14,2006-09
Electronic Environmental Resources Library,Electronic Environmental Resources Library,eERL,name,en,disciplinary,fully_functional,,Advanced Technology Environmental Education Center,Advanced Technology Environmental Education Center,ATEEC,name,,,,,3/16/2018 12:02,9/8/2006 12:12,2006-09
Electronic Theses and Dissertations - University of Arizona,Electronic Theses and Dissertations - University of Arizona,,name,en,institutional,replaced_by_new_url,,University of Arizona,University of Arizona,UA,name,University of Arizona Library,University of Arizona Library,,name,3/16/2018 12:02,11/6/2006 11:11,2006-11
Electronic Theses and Dissertations available at NCSU Libraries,Electronic Theses and Dissertations available at NCSU Libraries,,name,en,institutional,replaced_by_new_url,2002,North Carolina State University,North Carolina State University,NCSU,name,NCSU Libraries,North Carolina State University Libraries,NCSU Libraries,acronym,2/2/2012 11:11,9/22/2006 15:15,2006-09
Electronic Thesis & Dissertations - Brigham Young University,Electronic Thesis & Dissertations - Brigham Young University,BYU ETD Collection,name,en,institutional,fully_functional,,Brigham Young University,Brigham Young University,BYU,name,Harold B. Lee Library,Harold B. Lee Library,,name,3/16/2018 12:02,8/7/2006 11:11,2006-08
Electronic Thesis and Dissertation Library - LSU,Electronic Thesis and Dissertation Library - LSU,,name,en,institutional,fully_functional,,Louisiana State University,Louisiana State University,LSU,name,Graduate School,Graduate School,,name,3/16/2018 12:02,1/4/2006 11:50,2006-01
EngagedScholarship@CSU,EngagedScholarship@CSU,,name,en,institutional,fully_functional,,Cleveland State University,Cleveland State University,,name,,,,,4/17/2018 12:29,1/24/2014 16:14,2014-01
FIR: A Digital Storage Space,Ferris Institutional Repository,FIR: A Digital Storage Space,acronym,en,institutional,fully_functional,,Ferris State University,Ferris State University,,name,,,,,3/16/2018 12:02,2/3/2009 13:13,2009-02
FLASH: The Fordham Law Archive of Scholarship and History,FLASH: The Fordham Law Archive of Scholarship and History,,name,en,institutional,fully_functional,,Fordham Law School,Fordham Law School,,name,,,,,4/17/2018 12:29,10/18/2013 16:44,2013-10
FOundation LIterature Online,FOundation LIterature Online,FOLIO,name,en,institutional,fully_functional,,"Indiana University - Purdue University, Indianapolis","Indiana University - Purdue University, Indianapolis",IUPUI,name,IUPUI  Library,IUPUI  Library,,name,3/16/2018 12:02,9/30/2008 10:10,2008-09
Faculty Scholarship at The Claremont Colleges,Faculty Scholarship at The Claremont Colleges,,name,en,institutional,replaced_by_new_url,,Claremont University Consortium,Claremont University Consortium,,name,,,,,3/16/2018 12:02,1/13/2009 13:13,2009-01
Fisher Digital Publications,Fisher Digital Publications,,name,en,institutional,fully_functional,,"St. John Fisher College, Lavery Library","St. John Fisher College, Lavery Library",,name,,,,,3/21/2018 11:41,9/25/2013 11:58,2013-09
Folkstreams,Folkstreams,,name,en,disciplinary,fully_functional,2002,Ibiblio: The public's library and digital archive,Ibiblio: The public's library and digital archive,,name,,,,,10/12/2017 4:02,9/14/2006 9:09,2006-09
FortWorks,FortWorks,,name,en,institutional,trial,,Fort Lewis College,Fort Lewis College,FLC,name,,,,,3/21/2018 11:41,6/29/2012 16:21,2012-06
"Fr. Edward J. Dowling, S.J. Marine Historical Collection","Fr. Edward J. Dowling, S.J. Marine Historical Collection",Great Lakes Shipping Database,name,en,disciplinary,fully_functional,,University of Detroit Mercy,University of Detroit Mercy,,name,,,,,3/16/2018 12:02,9/23/2008 14:14,2008-09
Fresno State Digital Repository,Fresno State Digital Repository,,name,en,institutional,fully_functional,,"California State University, Fresno","California State University, Fresno",,name,,,,,2/28/2019 10:41,2/28/2019 10:37,2019-02
Furman University Scholar Exchange (FUSE),Furman University Scholar Exchange (FUSE),,name,en,institutional,fully_functional,,Furman University,Furman University,,name,,,,,4/17/2018 12:29,5/13/2015 14:05,2015-05
GROW,"Geotechnical, Rock and Water Resources Library",GROW,acronym,en,disciplinary,withdrawn_from_use,2002,University of Arizona,University of Arizona,UA,name,Civil Engineering & Engineering Mechanics,Civil Engineering & Engineering Mechanics,,name,10/16/2014 10:37,8/24/2006 16:16,2006-08
GSLIS Electronic Archives Project,GSLIS Electronic Archives Project,,name,en,institutional,withdrawn_from_use,2001,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,name,GSLIS,Graduate School of Library and Information Science,GSLIS,acronym,1/24/2012 10:10,8/26/2006 14:14,2006-08
Gateway to Oklahoma History,Gateway to Oklahoma History,,name,en,disciplinary,fully_functional,,Oklahoma Historical Society,Oklahoma Historical Society,,name,,,,,4/17/2018 12:29,8/15/2013 12:54,2013-08
Georgetown Law Scholarly Commons,Georgetown Law Scholarly Commons,,name,en,institutional,fully_functional,,Georgetown University,Georgetown University,,name,Georgetown Law Library,Georgetown Law Library,,name,3/21/2018 11:41,10/27/2010 10:10,2010-10
Getty Search Gateway,Getty Search Gateway,,name,en,institutional,fully_functional,,The Getty,The Getty,,name,,,,,4/17/2018 12:29,7/18/2014 13:10,2014-07
GloPAD,Global Performing Arts Database,GloPAD,acronym,en,aggregating,fully_functional,2002,Global Performing Arts Consortium,Global Performing Arts Consortium,GloPAC,name,,,,,3/21/2018 11:41,8/24/2006 11:11,2006-08
Goddard Library Repository,Goddard Library Repository,,name,en,institutional,fully_functional,,"National Aeronautics and Space Administration, Goddard Space Flight Center","National Aeronautics and Space Administration, Goddard Space Flight Center",,name,,,,,4/17/2018 12:29,10/21/2013 14:50,2013-10
Graduate School Section of the eTD database,Graduate School Section of the eTD database,,name,en,institutional,fully_functional,2003,Pennsylvania State University,Pennsylvania State University,Penn State,name,,,,,9/17/2014 9:17,1/4/2006 11:46,2006-01
Greater Cincinnati Memory Project,Greater Cincinnati Memory Project,,name,en,aggregating,fully_functional,,SWON Libraries,SWON Libraries,,name,,,,,3/16/2018 12:02,9/19/2011 12:12,2011-09
HELIN Digital Commons,HELIN Digital Commons,,name,en,aggregating,fully_functional,,HELIN Library Consortium,HELIN Library Consortium,HELIN,name,,,,,3/21/2018 11:41,8/7/2006 16:16,2006-08
Harvard College Thesis Repository,Harvard College Thesis Repository,,name,en,institutional,technically_malfunctioning,,Harvard College,Harvard College,,name,,,,,3/21/2018 11:41,1/24/2008 16:16,2008-01
Harvard Dataverse,Harvard Dataverse,,name,en,institutional,fully_functional,,Harvard University,Harvard University,,name,,,,,4/17/2018 12:29,1/24/2014 14:21,2014-01
Harvard Smithsonian Digital Video Library,Harvard Smithsonian Digital Video Library,HS-DVL,name,en,disciplinary,fully_functional,,Harvard University,Harvard University,,name,Harvard-Smithsonian Center for Astrophysics,Harvard-Smithsonian Center for Astrophysics,,name,3/21/2018 11:41,8/24/2006 9:09,2006-08
Health Sciences Research Commons,Health Sciences Research Commons,,name,en,disciplinary,fully_functional,,George Washington University,George Washington University,GWU,name,,,,,3/16/2018 12:02,8/20/2013 12:53,2013-08
Hebrew Books,Hebrew Books,,name,en,disciplinary,fully_functional,,Society fot the Preservation of Hebrew Books,Society fot the Preservation of Hebrew Books,,name,,,,,3/21/2018 11:41,12/14/2009 10:10,2009-12
Historic American Sheet Music,Historic American Sheet Music,,name,en,disciplinary,not_accepting_deposits,1999,Duke University,Duke University,,name,"Rare Book, Manuscript, and Special Collections Library","Rare Book, Manuscript, and Special Collections Library",,name,3/15/2018 4:05,8/25/2006 15:15,2006-08
Hodges University Institutional Respository,Hodges University Institutional Respository,,name,en,institutional,fully_functional,,Hodges University,Hodges University,,name,,,,,4/17/2018 12:29,3/21/2017 11:19,2017-03
Hofstra University ePrint Archive,Hofstra University ePrint Archive,Hofprints,name,en,institutional,fully_functional,,Hofstra University,Hofstra University,,name,,,,,3/16/2018 12:02,1/23/2006 12:44,2006-01
Humanities Commons CORE,Humanities Commons CORE,,name,en,disciplinary,fully_functional,,Humanities Commons,Humanities Commons,,name,,,,,2/22/2019 15:28,2/22/2019 15:20,2019-02
Humanities Text Initiative,Humanities Text Initiative,,name,en,institutional,withdrawn_from_use,,University of Michigan,University of Michigan,U-M,name,Digital Library Production Service,Digital Library Production Service,,name,3/16/2018 12:02,8/7/2006 16:16,2006-08
Humboldt Digital Scholar,Humboldt Digital Scholar,HDS,name,en,institutional,fully_functional,,Humboldt State University,Humboldt State University,,name,Humboldt State University Library,Humboldt State University Library,,name,3/16/2018 12:02,2/21/2006 10:20,2006-02
Huskie Commons,Huskie Commons,,name,en,institutional,fully_functional,,Northern Illinois University,Northern Illinois University,,name,,,,,3/21/2018 11:41,6/29/2012 16:56,2012-06
IFPRI Knowledge Repsitory,IFPRI Knowledge Repsitory,,acronym,en,disciplinary,fully_functional,,International Food Policy Research Institute,International Food Policy Research Institute,IFPRI,name,,,,,3/21/2018 11:41,8/31/2006 14:14,2006-08
INDIGO,INtellectual property in DIGital form available online in an Open environment,INDIGO,acronym,en,institutional,fully_functional,,University of Illinois at Chicago,University of Illinois at Chicago,UIC,name,,,,,3/16/2018 12:02,5/11/2007 14:14,2007-05
INSIDE Idaho,INSIDE Idaho,,name,en,disciplinary,fully_functional,,University of Idaho,University of Idaho,,name,University of Idaho Library,University of Idaho Library,,name,4/17/2018 12:29,12/18/2012 14:49,2012-12
ISU Electrical and Computer Engineering Archives,ISU Electrical and Computer Engineering Archives,,name,en,institutional,fully_functional,,Iowa State University,Iowa State University,,name,Department of Electrical and Computer Engineering,Department of Electrical and Computer Engineering,,name,3/21/2018 11:41,8/16/2006 10:10,2006-08
ISU ReD: Research and eData,ISU ReD: Research and eData,,name,en,institutional,fully_functional,,Illinois State University,Illinois State University,,name,,,,,3/16/2018 12:02,10/3/2013 16:32,2013-10
IUBio Archive,IUBio Archive,,name,en,institutional,fully_functional,1989,Indiana University,Indiana University,IU,name,Genome Informatics Lab,Genome Informatics Lab,,name,11/16/2006 14:20,8/16/2006 10:10,2006-08
IUBio Software Archive,IUBio Software Archive,,name,en,institutional,technically_malfunctioning,2002,Indiana University,Indiana University,IU,name,Department of Biology,Department of Biology,,name,8/14/2014 13:51,12/21/2005 14:34,2005-12
IUPUIScholarWorks,IUPUIScholarWorks,,name,en,institutional,fully_functional,,"Indiana University - Purdue University, Indianapolis","Indiana University - Purdue University, Indianapolis",IUPUI,name,University Library,University Library,,name,3/21/2018 11:41,12/21/2005 13:09,2005-12
IUScholarWorks,IUScholarWorks,,name,en,institutional,fully_functional,,Indiana University,Indiana University,IU,name,,,,,3/16/2018 12:02,4/4/2006 12:32,2006-04
Ibiblio,Ibiblio,,name,en,aggregating,fully_functional,1992,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,name,,,,,3/21/2018 11:41,10/12/2006 16:16,2006-10
Idaho State Historical Society Digital Collections,Idaho State Historical Society Digital Collections,,name,en,governmental,fully_functional,,Idaho State Historical Society,Idaho State Historical Society,,name,,,,,3/16/2018 12:02,8/27/2008 11:11,2008-08
Idun,Idun,,name,en,institutional,fully_functional,,"Augsburg University, Minneapolis","Augsburg University, Minneapolis",,name,Lindell Library,Lindell Library,,name,3/26/2019 10:13,3/26/2019 10:08,2019-03
Illinois Air Photo Imagebase,Illinois Air Photo Imagebase,,name,en,disciplinary,fully_functional,1997,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,name,Digital Services and Development Unit,Digital Services and Development Unit,,name,11/16/2006 14:07,8/25/2006 15:15,2006-08
Illinois Digital Archives,Illinois Digital Archives,,name,en,disciplinary,fully_functional,,Illinois State Library,Illinois State Library,,name,,,,,3/16/2018 12:02,1/24/2008 11:11,2008-01
