UNIVERSITY,COUNTRY,CITATIONS
(1) Arab Open University Kuwait,Kuwait,2221
INTI International University,Malaysia,2221
Baqai Medical University,Pakistan,2221
Shri Ramdeobaba Kamla Nehru Engineering College,India,2219
John Marshall Law School,United States of America,2217
University of Agriculture and Natural Resources Ramin,Iran,2212
Arab International University Damascus,Syria,2212
Hochschule Esslingen,Germany,2211
Instituto Superior Miguel Torga,Portugal,2211
Osmaniye Korkut Ata University,Turkey,2211
CUNY Hostos Community College,United States of America,2208
Universidad del Mar,Mexico,2206
Wuhan Textile University,China,2205
Hochschule Flensburg,Germany,2205
Kyushu Dental College,Japan,2204
A D Patel Institute of Technology,India,2201
Universiti Selangor,Malaysia,2198
(4) Western Governors University,United States of America,2198
Glasgow School of Art,United Kingdom,2197
Institute of Business Management,Pakistan,2196
Vishwakarma Institute of Technology Pune,India,2195
Ulyanovsk State University,Russia,2194
Hochschule (Fachhochschule) Hannover,Germany,2191
Beijing Technology & Business University,China,2190
Stamford University Bangladesh,Bangladesh,2189
Birla Institute of Management Technology,India,2188
Centro Universitario Regional Este,Uruguay,2187
(1) Centro Universitário Ritter dos Reis UNIRITTER,Brazil,2186
Universitas Muhammadiyah Mataram,Indonesia,2186
Inner Mongolia Agricultural University,China,2185
École d’Ingénieurs du CESI Center for Industrial Studies,France,2185
Università per Stranieri di Perugia,Italy,2183
Tokyo Woman's Christian University,Japan,2182
Universidad Mayor de San Andrés,Bolivia,2180
Politeknik Negeri Jember,Indonesia,2178
Kwara State University,Nigeria,2177
Nha Trang University,Viet Nam,2175
Instituto Federal de Educação Ciência e Tecnologia de Pernambuco IFPE,Brazil,2172
University of Ardakan,Iran,2172
Guangxi Medical University,China,2171
(3) Indiana University East,United States of America,2170
University of Horticultural Sciences Bagalkot,India,2168
École d’Ingénieurs de Purpan INP Purpan (comUE Université de Toulouse),France,2166
Windesheim University of Professional Education,Netherlands,2166
Saint John's University Taiwan,Taiwan,2166
Haaga Helia University of Applied Sciences,Finland,2164
Ostfalia Hochschule für Angewandte Wissenschaften,Germany,2161
Universidad Nacional de Entre Ríos,Argentina,2158
Università degli Studi di Napoli L'Orientale (Istituto Universitario Orientale di Napoli),Italy,2157
Hochschule Konstanz,Germany,2156
Open International University of Human Development Ukraine,Ukraine,2151
(1) Universidade da Coruña,Spain,2150
S A Engineering College,India,2150
Zhejiang University of Finance & Economics,China,2149
Polotsk State University,Belarus,2147
Bishop Heber College,India,2141
Universidad de Panamá,Panama,2140
Cecos University,Pakistan,2140
Kryvyi Rih National University,Ukraine,2139
(3) University of the Philippines Los Baños,Philippines,2137
Central University of Himachal Pradesh,India,2135
National Institute of Pharmaceutical Education and Research Guwahati,India,2135
Woosuk University,South Korea,2135
University of Aleppo,Syria,2133
Hue University,Viet Nam,2133
North-Caucasus Federal University (Stavropol State University),Russia,2131
Kogi State University,Nigeria,2129
1 December 1918 University,Romania,2129
Politeknik Negeri Semarang,Indonesia,2128
University of Physical Education,Hungary,2126
Adams State University,United States of America,2126
(3) Tribhuvan University Institute of Engineering,Nepal,2124
Messiah College,United States of America,2121
Université Ahmed Draia d'Adrar,Algeria,2120
National Institute of Science and Technology,India,2120
Federal University Wukari Taraba State,Nigeria,2120
Institut Hindu Dharma Negeri Denpasar,Indonesia,2119
(3) Universidad de la República Facultad de Humanidades y Ciencias de la Educacion,Uruguay,2117
Hampden Sydney College,United States of America,2114
Prescott College,United States of America,2114
Instituto Federal de Educação Ciência e Tecnologia Fluminense,Brazil,2108
Dedan Kimathi University of Technology (Kimathi University College of Technology),Kenya,2104
Karatina University,Kenya,2103
Kyoto Gakuen University,Japan,2101
Tongmyong University,South Korea,2101
AISSMS College of Pharmacy,India,2100
Universidad de Ibagué,Colombia,2097
Karakarum International University,Pakistan,2097
Vladivostock State University of Economics,Russia,2097
Islamic Azad University Ayatollah Amoli,Iran,2095
University of the Arts Helsinki,Finland,2092
Sylhet Agricultural University (Sher-e-Bangla Agricultural University),Bangladesh,2088
Hanoi University of Mining and Geology,Viet Nam,2087
Gogte Institute of Technology,India,2079
Yeshwantrao Chavan College of Engineering,India,2079
Fachhochschule Lubeck,Germany,2076
University of Wales Trinity Saint David (Swansea Metropolitan University),United Kingdom,2075
West Bengal University of Technology,India,2074
Universidad Santiago de Cali,Colombia,2073
Bangabandhu Sheikh Mujib Medical University,Bangladesh,2070
Universidad Privada Boliviana,Bolivia,2070
Universidade Portucalense Infante D Henrique,Portugal,2069
Dubai Pharmacy College,United Arab Emirates,2066
Deraya University,Egypt,2066
Indus International University,India,2063
Northeast Agricultural University,China,2060
Université Paris Saclay (comUE Université Paris Saclay),France,2060
Educons University Sremska Kamenica,Serbia,2058
South East European University,North Macedonia,2057
Dr Ram Manohar Lohia Avadh University,India,2052
Shaheed Bhagat Singh College of Engineering & Technology,India,2051
North Khorasan College of Medical Sciences,Iran,2051
Prasad V Potluri Siddhartha Institute of Technology Vijayawada,India,2050
(1) Prasetiya Mulya Business School,Indonesia,2049
Tokyo Dental College,Japan,2049
Université des Antilles et de la Guyane Martinique,France,2047
Haldia Institute of Technology,India,2047
Addis Ababa Science and Technology University Ethiopia,Ethiopia,2044
Woodbury University,United States of America,2041
Linfield College,United States of America,2039
Scripps College,United States of America,2038
Quingdao Agricultural University (Laiyang Agricultural College),China,2034
Colegio de Michoacán,Mexico,2034
Université de Constantine 3,Algeria,2031
Le Reseau @Archi.fr,France,2031
Eastern University of Sri Lanka,Sri Lanka,2031
University and Institute of Advanced Research,India,2030
Bourgas University Prof Assen Zlatarov,Bulgaria,2026
Western Galilee College,Israel,2026
Nippon Dental University,Japan,2025
College of Europe Bruges,Belgium,2023
Meiji Gakuin University,Japan,2021
Chengdu University of Information Technology,China,2020
St Joseph's College of Engineering,India,2015
Riga Stradins University (Medical Academy of Latvia),Latvia,2014
University of San Carlos,Philippines,2014
Kyiv Academy of Municipal Management,Ukraine,2014
Universitas Malikussaleh,Indonesia,2012
Universitas Muhammadiyah Prof Dr Hamka,Indonesia,2004
(3) Makerere University Business School,Uganda,2004
University of Alaska Fairbanks,United States of America,2003
Universidad Católica Andrés Bello,Venezuela,2002
Instituto Federal de Educação Ciência e Tecnologia de Mato Grosso Campus Cuiabá,Brazil,1998
Universidad de Santander,Colombia,1998
Cyberjaya University College of Medical Sciences,Malaysia,1998
Southern Arkansas University,United States of America,1994
Universidad Pedagógica Nacional,Mexico,1993
Arcada Polytechnic,Finland,1987
Sri Krishna College of Engineering and Technology,India,1987
University of East Sarajevo,Bosnia and Herzegovina,1986
Central Taiwan University of Science & Technology,Taiwan,1986
Sri Sai Ram Engineering College,India,1985
Hajee Mohammad Danesh Science & Technology University Dinajpur,Bangladesh,1983
Centro Universitário de Maringá CESUMAR,Brazil,1981
"Kazakhstan Institute of Management, Economics and Strategic Research KIMEP University",Kazakhstan,1981
Southwest Medical University,China,1980
TIAS School for Business and Society,Netherlands,1978
Instituto Federal Sul Rio Grandense,Brazil,1977
Grodno State Agrarian University,Belarus,1973
Escuela Colombiana de Carreras Industriales,Colombia,1973
Naval Academy in Gdynia,Poland,1968
Jubail University College,Saudi Arabia,1967
Université Saint Esprit de Kaslik,Lebanon,1966
Kuban State University,Russia,1966
Yakutsk State Agricultural Academy,Russia,1966
Miami Dade College,United States of America,1966
Universitas President,Indonesia,1964
Saint Francis University,United States of America,1961
Catholic University in Ružomberok,Slovakia,1959
Universidad Nacional Experimental Politécnica,Venezuela,1958
Jan Evangelista Purkyně University,Czech Republic,1957
California Institute of the Arts CalArts,United States of America,1954
Universität Salzburg,Austria,1953
R M K College of Engineering and Technology,India,1953
Rajendra Prasad Central Agricultural University,India,1950
Université Ziane Achour de Djelfa,Algeria,1949
Birjand University of Technology,Iran,1948
Broward College,United States of America,1948
Universitas Wahid Hasyim UNWAHAS,Indonesia,1946
Institute of Rural Management Anand,India,1946
Chiba Institute of Science,Japan,1946
Université Catholique de Lille,France,1945
Instituto Federal de Minas Gerais IFMG,Brazil,1944
Universidad Católica de Cuenca,Ecuador,1943
Universidad de San Buenaventura Bogotá,Colombia,1941
Saybrook University,United States of America,1941
University of Agricultural Sciences and Veterinary Medicine Bucharest,Romania,1940
Mount St Mary's University Emmitsburg,United States of America,1940
Southwestern Oklahoma State University,United States of America,1940
Vardhaman College of Engineering,India,1939
Universidad Particular San Gregorio de Portoviejo USGP,Ecuador,1937
Victorian College of Optometry,Australia,1935
Quaid-e-Awam University of Engineering Science & Technology,Pakistan,1934
Insituto Federal Farroupilha,Brazil,1933
Islamic Azad University Ardabil,Iran,1932
Universidad de Las Tunas,Cuba,1931
École Supérieure des Techniques Aéronautiques et de Construction Automobile,France,1924
Oral Roberts University,United States of America,1924
Southern California University of Health Sciences,United States of America,1923
Belarusian-Russian University,Belarus,1922
Mackay Medical College,Taiwan,1922
Cherkasy State Technological University,Ukraine,1922
George Brown College,Canada,1921
Rajamangala University of Technology Phra Nakhon,Thailand,1921
International University for Science & Technology,Syria,1919
Haute École Spécialisée de la Suisse Occidentale,Switzerland,1917
Université Mohamed Chérif Messaadia de Souk-Ahras,Algeria,1917
Silliman University,Philippines,1915
Silicon Institute of Technology,India,1913
Islamic Azad University Semnan,Iran,1912
Okayama Prefectural University,Japan,1912
JIS University,India,1910
Wheeling Jesuit University,United States of America,1908
Islamic Azad University Kermanshah,Iran,1907
Universidad Metropolitana de Ciencias de la Educacion,Chile,1906
Goswami Ganesh Dutta Sanatan Dharma College,India,1902
Jaipuria Institute of Management,India,1898
Abasyn University,Pakistan,1898
Khawaja Freed University of Engineering & Information Technology,Pakistan,1897
Chinese Academy of Medical Sciences & Peking Union Medical College,China,1896
Centro Universitario de la Defensa Marin,Spain,1896
Omsk State University of Railway Transport,Russia,1895
Chu Hai College of Higher Education,Hong Kong,1893
Poltekkes Jakarta III,Indonesia,1893
Langston University,United States of America,1893
Berea College,United States of America,1891
Lock Haven University of Pennsylvania,United States of America,1891
Communication University of China (Beijing Broadcasting Institute),China,1890
Ecole Nationale Polytechnique de Constantine,Algeria,1890
Institut National des Langues et Civilisations Orientales INALCO (comUE Université Sorbonne Paris Cité),France,1890
Hanover College,United States of America,1888
Sheridan College Institute of Technology and Advanced Learning,Canada,1887
Sampoerna University,Indonesia,1887
Jeonju University,South Korea,1886
Central Luzon State University,Philippines,1885
(3) Technical University of Sofia Branch Plovdiv,Bulgaria,1883
(3) Kyiv National University Trade and Economics Chernivtsi Trade and Economic Institute,Ukraine,1883
Maejo University,Thailand,1882
Institut Agama Islam Negeri IAIN Raden Intan,Indonesia,1879
Umaru Musa Yar'Adua University (Katsina State University),Nigeria,1879
Universidad de Sucre,Colombia,1878
Institut Pemerintahan Dalam Negeri IPDN,Indonesia,1878
Hochschule für Technik Stuttgart,Germany,1876
Rajamangala University of Technology Krungtheb,Thailand,1870
Silla University,South Korea,1869
St Xavier's College of Engineering,India,1863
Universidad Tecnológica de Chile INACAP,Chile,1862
Himachal Pradesh Agricultural University,India,1857
Johnson C Smith University,United States of America,1857
Dalian Nationalities University,China,1856
Gayatri Vidya Parishad College of Engineering,India,1855
Fachhochschule Campus Wien,Austria,1853
Institut Seni Indonesia Yogyakarta Bantul,Indonesia,1851
IIT Chicago-Kent College of Law,United States of America,1851
Lubbock Christian University,United States of America,1851
Vasile Goldis Western University of Arad,Romania,1849
Omsk State Technical University,Russia,1846
Tokyo University of Foreign Studies,Japan,1842
Misurata University (Misrata University),Libya,1841
(1) Xi'An Shiyou University,China,1840
Universiti Tun Abdul Razak,Malaysia,1840
University of Petrosani,Romania,1840
Institut Kalbis,Indonesia,1839
Nehru Memorial College,India,1839
Vijayanagara Sri Krishnadevaraya University,India,1839
Universitas Paramadina,Indonesia,1837
Universidade de Marilia UNIMAR,Brazil,1834
Institut Supérieur d'Électronique de Paris,France,1832
Dalian University,China,1831
Indian Institute of Management Bangalore,India,1829
Millsaps College,United States of America,1829
UNIREMINGTON,Colombia,1826
Ambedkar University,India,1824
Fergusson College Pune,India,1824
William Angliss Institute,Australia,1823
(3) Université de Sousse Ecole Nationale d’Ingénieurs de Sousse,Tunisia,1822
Universidad de la Salle Bajio,Mexico,1820
Vyatka State University,Russia,1820
Khmelnitsky University of Management and Law,Ukraine,1820
Delaware Valley University,United States of America,1818
Georgian Technical University,Georgia,1816
Khorramshahr University of Marine Science & Technology,Iran,1814
GSM London (Greenwich School of Management),United Kingdom,1814
Institut Sains dan Teknologi Nasional ISTN,Indonesia,1812
Ulyanovsk State Pedagogical University I Ulyanov,Russia,1812
Academic Center for Business Law,Israel,1811
Universidad de Pinar del Rio,Cuba,1809
Universitas Narotama UNNAR Surabaya,Indonesia,1808
(3) Vinnitsa Trade and Economic institute,Ukraine,1808
Hellenic Naval Academy,Greece,1806
(1) All India Institute of Speech and Hearing Mysore,India,1806
West Bengal University of Animal and Fishery Sciences,India,1806
(1) Jiangsu University of Technology,China,1804
Xiamen University of Technology (Lujiang University),China,1804
Sinai University,Egypt,1803
Hochschule Neu Ulm,Germany,1802
Kyiv School of Economics,Ukraine,1799
Mitchell Hamline School of Law,United States of America,1799
John Cabot University,Italy,1795
National Taiwan University of Sport,Taiwan,1795
University of Mining and Geology St Ivan Rislki Sofia,Bulgaria,1794
Manakula Vinayagar Institute of Technology,India,1794
Richmond American International University in London,United Kingdom,1794
Concordia University of Edmonton,Canada,1793
Islamic Azad University Shahre Quods,Iran,1791
Albany State University,United States of America,1791
AISSMS College of Engineering,India,1790
Samuel Merritt University,United States of America,1788
Pädagogische Hochschule Bern,Switzerland,1787
Kalamazoo College,United States of America,1787
Instituto Superior de Contabilidade e Administração de Coimbra,Portugal,1784
Université Larbi Ben Mhidi de Oum El Bouaghi,Algeria,1781
Siberian State Aerospace University,Russia,1780
Universitas Islam Negeri UIN Ar Raniry,Indonesia,1779
College of Engineering & Technology Bhubaneswar,India,1779
Universitas Islam Negeri UIN Sultan Syarif Kasim Riau,Indonesia,1777
Randolph Macon College,United States of America,1777
Université Mohamed El Bachir El Ibrahim Bordj Bou Arréridj,Algeria,1774
Sekolah Tinggi Ekonomi Pembangunan Tanjungpinang,Indonesia,1774
Ambedkar Institute of Advanced Communication Technologies and Research,India,1774
Webster University,United States of America,1772
Ghazi University,Pakistan,1771
Indian Institute of Management Raipur,India,1770
Université de Nîmes (comUE Languedoc Roussillon Universités),France,1769
Instituto Tecnológico de Morelia,Mexico,1769
Edgewood College,United States of America,1768
Civil Aviation University of China,China,1767
Universitas Bina Darma,Indonesia,1767
Universitas Binus Nusantara,Indonesia,1767
Libera Università Mediterranea Jean Monnet LUM,Italy,1767
Haute École Pédagogique Vaudoise Lausanne,Switzerland,1765
Walter Sisulu University,South Africa,1764
Irkutsk State University,Russia,1763
Neyshabur University of Medical Sciences,Iran,1761
Kyungsung University,South Korea,1758
Edo University Iyamho,Nigeria,1758
State University of New York,United States of America,1758
Bahir Dar University,Ethiopia,1757
University of Trnava,Slovakia,1757
Sir Padampat Singhania University Udaipur,India,1756
Benue State University,Nigeria,1755
Academy of Technology,India,1754
Leeds Trinity University,United Kingdom,1753
Glendon College,Canada,1751
SNS College of Technology,India,1751
Nasarawa State University,Nigeria,1751
Buein Zahra Technical University,Iran,1750
Manipal University Dubai Campus,United Arab Emirates,1749
Henan Normal University,China,1747
Elizade University Ilara Mokin,Nigeria,1747
American University of Paris,France,1743
PSB Paris School of Business (ESG MS),France,1738
Institut Agama Islam Negeri IAIN Purwokerto,Indonesia,1738
Amrutvahini College of Engineering,India,1738
Caldwell University,United States of America,1738
Dominican University of California,United States of America,1738
Texas A&M University Texarkana,United States of America,1736
Maharaja's College Ernakulam,India,1734
Yeni Yüzyıl University,Turkey,1733
Argosy University,United States of America,1733
Universidad Técnica de Ambato,Ecuador,1731
Islamic Azad University Varamin,Iran,1731
Farhangyan University,Iran,1730
Instituto Tecnológico de La Laguna,Mexico,1728
Huaihai Institute of Technology,China,1727
Universidad Alfonso X El Sabio,Spain,1726
PSR Engineering College Sivakasi,India,1725
Pacific School of Religion,United States of America,1725
Shaheed Zulfikar Ali Bhutto Institute of Science & Technology Islamabad,Pakistan,1723
Hogeschool Inholland,Netherlands,1722
Institute of Technology Blanchardstown,Ireland,1721
Oleksandr Dovzhenko Hlukhiv National Pedagogical University,Ukraine,1720
Annasaheb Dange College of Engineering & Technology,India,1717
International University of Japan,Japan,1717
Marshall B Ketchum University (Southern California College of Optometry),United States of America,1717
Universitas Sarjanawiyata Tamansiswa,Indonesia,1714
Università Telematica Pegaso,Italy,1711
Meredith College,United States of America,1711
Universidad Tecmilenio,Mexico,1710
Akademi Manajemen Informatika dan Komputer Bina Sarana Informatika,Indonesia,1708
Universidad de Palermo Argentina,Argentina,1703
Paul Smith's College,United States of America,1703
Universitas Janabadra,Indonesia,1701
HELP University,Malaysia,1701
Belarusian Trade and Economics University of Consumer Cooperatives,Belarus,1699
International Management Institute New Delhi,India,1699
Higher College of Technology,Oman,1698
Rangsit University,Thailand,1694
Ramakrishna Mission Vivekananda University,India,1692
South Eastern University of Sri Lanka,Sri Lanka,1692
Addis Ababa Institute of Technology,Ethiopia,1690
Duke Kunshan University,China,1689
Islamic Azad University Tonekabon,Iran,1689
Prince Sultan Military College of Health Sciences,Saudi Arabia,1687
Universidad Nacional Autónoma de Honduras,Honduras,1685
National Institute of Public Finance and Policy,India,1685
Manarat International University,Bangladesh,1682
Montgomery College,United States of America,1682
Neelain University,Sudan,1679
Universidad Francisco Marroquín,Guatemala,1677
Ayatolah Borujerdei University,Iran,1676
Adhiparasakthi Engineering College,India,1675
Pädagogische Hochschule Freiburg,Germany,1672
(4) Ahsanullah University of Science & Technology,Bangladesh,1671
International Psychoanalytic University,Germany,1671
DHA Suffa University,Pakistan,1671
R V R & JC College of Engineering,India,1669
Nothern Alberta Institute of Technology,Canada,1668
Anil Neerukonda Institute of Technology and Sciences,India,1668
V O Chidambaram College Tuticorin,India,1667
SISTec Sagar Group of Institutions Bhopal,India,1666
Shri Vaishnav Vidyapeeth Vishwavidyalaya,India,1663
Amity University Dubai,United Arab Emirates,1662
Brest State Technical University,Belarus,1662
University of Imam Hossein,Iran,1661
Doha Institute for Graduate Studies,Qatar,1661
Avans University of Professional Education,Netherlands,1659
Sri Guru Granth Sahib World University,India,1658
Islamic Azad University Tehran Medical Sciences,Iran,1658
Carthage College,United States of America,1658
University of Science and Culture,Iran,1657
CUNY Medgar Evers College,United States of America,1657
École Supérieure des Sciences Commerciales d'Angers,France,1653
Moscow State Regional University,Russia,1649
Al Baath University,Syria,1649
M L R Institute of Technology,India,1648
Islamic Azad University Tehran Dental Sciences,Iran,1645
CMS College Kottayam,India,1644
Newman University,United Kingdom,1644
Lethbridge College,Canada,1643
Drury University,United States of America,1643
Madras Christian College,India,1642
Okanagan College,Canada,1635
Kobe Shoin Women's University,Japan,1634
Anhui Medical University,China,1632
Universitas Mahasaraswati Denpasar,Indonesia,1630
École Nationale des Sciences Géographiques,France,1628
Mahatma Gandhi Central University Motihari,India,1627
Kemerovo State University of Culture and the Arts,Russia,1627
Michigan State University College of Law,United States of America,1627
Instituto Politécnico de Portalegre,Portugal,1626
Westsächsische Hochschule Zwickau,Germany,1625
Universidad Católica San Pablo Arequipa,Peru,1625
Hochschule Weihenstephan-Triersdorf,Germany,1624
Universidade José do Rosário Vellano Alfenas,Brazil,1622
National Quemoy University,Taiwan,1622
Middle Georgia State University,United States of America,1622
Santa Monica College,United States of America,1619
Ho Chi Minh City Open University,Viet Nam,1619
Centro Universitário Augusto Motta UNISUAM,Brazil,1613
Ningbo University of Technology,China,1607
National University of Lesotho,Lesotho,1607
Hubei Normal University,China,1606
(3) Université de la Manouba Ecole Nationale des Sciences de l'informatique,Tunisia,1604
Shonan Institute of Technology,Japan,1603
Vistula University (University of Economics and Computer Science in Warsaw),Poland,1600
Hunan University of Technology,China,1599
Jiangsu University of Science & Technology,China,1599
Hochschule Mittweida,Germany,1598
Colegio de Estudios Superiores de Administración CESA,Colombia,1597
Instituto Tecnológico de Santo Domingo,Dominican Republic,1596
Fatima Jinnah Women University,Pakistan,1596
National Academy of Culture and Arts Management,Ukraine,1595
University of Reading Malaysia,Malaysia,1593
Universidad Tecnológica Metropolitana,Chile,1592
Rivne State Humanities University,Ukraine,1592
Sarah Lawrence College,United States of America,1592
Military Technical College,Egypt,1589
Faculdade Cásper Líbero FACASPER,Brazil,1587
Pädagogische Hochschule Heidelberg,Germany,1587
Changchun University of Technology,China,1585
Dr B C Roy Engineering College Durgapur,India,1582
Meru University of Science & Technology,Kenya,1581
Swinburne University of Technology,Australia,1579
Universidad Mayor de San Simón,Bolivia,1579
Hang Seng University of Hong Kong,Hong Kong,1579
Asian Institute of Management,Philippines,1577
Lesley University,United States of America,1577
Universidad de los Hemisferios,Ecuador,1576
Astrakhan State University,Russia,1575
College of Saint Benedict & Saint John's University,United States of America,1575
Changshu Institute of Technology,China,1571
Ravenshaw University,India,1571
Akita International University,Japan,1571
Dong-A University,South Korea,1568
Istanbul Esenyurt University,Turkey,1568
Hochschule Stralsund,Germany,1565
University of Eldoret,Kenya,1562
Alaska Pacific University,United States of America,1562
B V Patel Pharmaceutical Education and Research Development,India,1561
State University of Novi Pazar,Serbia,1561
(1) Çukurova University,Turkey,1561
Meybod University,Iran,1560
IFB Instituto Federal de Brasília,Brazil,1559
(1) Lublin University of Technology,Poland,1559
Universitas Prasetiya Mulya,Indonesia,1558
University of Nishapur,Iran,1558
Emily Carr University of Art + Design,Canada,1553
Chaitanya Bharathi Institute of Technology,India,1553
Lander University,United States of America,1549
Texas A&M University Central Texas,United States of America,1548
Universitas Negeri Manado,Indonesia,1543
Poltekkes Jakarta II,Indonesia,1542
Ibrahim Badamasi Babangida University Lapai,Nigeria,1541
Universitas Muhammadiyah Surabaya,Indonesia,1540
Aichi Gakuin University,Japan,1540
PSG College of Arts and Science,India,1536
Universitas Garut UNIGA,Indonesia,1533
Lycoming College,United States of America,1532
Mukogawa Women's University,Japan,1530
Appalachian College of Pharmacy,United States of America,1529
Pädagogische Hochschule Karlsruhe,Germany,1527
B M L Munjal University,India,1527
The Oxford Educational Institutions,India,1527
Damanhour University,Egypt,1526
Azabu University,Japan,1523
Saint Mary's College Notre Dame,United States of America,1523
Hochschule Worms,Germany,1522
(1) Nanjing University of Chinese Medicine,China,1521
Srimad Andavan Arts & Science College,India,1521
Southern University New Orleans,United States of America,1521
"Swami Keshvanand Institute of Technology, Management and Gramothan",India,1520
Polytechnic of Zagreb,Croatia,1518
City University of Seattle,United States of America,1518
Moscow State University of Civil Engineering,Russia,1516
Al Jazeera University,Syria,1516
Poltekkes Yogyakarta,Indonesia,1515
Faculdade de Tecnología de São Paulo,Brazil,1514
Institut Teknologi Nasional ITN Malang,Indonesia,1514
Nilai University,Malaysia,1513
Universidad Tecnológica del Perú,Peru,1513
Fontbonne University,United States of America,1511
National Institute of Pharmaceutical Education and Research Rae Bareli,India,1509
Sapthagiri College of Engineering Bangalore,India,1508
Faculté des Sciences et Techniques d'Errachidia,Morocco,1506
Al Quds Open University,Palestinian Territory,1504
Universitas PGRI Adi Buana Surabaya,Indonesia,1501
Federal University Otuoke Bayelsa,Nigeria,1501
Ibn Sina National College for Medical Studies,Saudi Arabia,1498
Hollins University,United States of America,1498
Tsuda College,Japan,1497
Aomori University,Japan,1491
Symbiosis International University,India,1490
Fahad Bin Sultan University,Saudi Arabia,1489
Sirjan University of Technology,Iran,1486
University of Central Asia,,1485
Çağ University,Turkey,1484
(4) Keiser University,United States of America,1484
Minot State University,United States of America,1483
MIT Engineering Management Arts Commerce & Science College in Pune,India,1482
United States International University,Kenya,1482
Eugeniusz Piasecki University School of Physical Education in Poznan,Poland,1482
Universitas 17 Agustus 1945 UNTAG Surabaya,Indonesia,1481
Islamic Azad University Khomeinishahr,Iran,1481
Universitas Bosowa,Indonesia,1480
Wayne State College,United States of America,1480
Westminster College New Wilmington,United States of America,1479
American University in Bulgaria,Bulgaria,1475
(1) Lanzhou Jiaotong University,China,1475
University of Library Studies and Information Technologies Sofia,Bulgaria,1474
Mokpo National Maritime University,South Korea,1474
Institut Agama Islam Negeri IAIN Syekh Nurjati Cirebon,Indonesia,1472
Palestine Ahliya University,Palestine,1470
Kherson National Technical University,Ukraine,1470
Erikson Institute,United States of America,1466
Dalian Medical University,China,1465
Universitas Muria Kudus,Indonesia,1465
Universitas Siliwangi,Indonesia,1465
Health Studies Zagreb,Croatia,1464
Alamo Community Colleges,United States of America,1464
Siauliai University,Lithuania,1463
Institut National des Postes et Telecommunications Maroc,Morocco,1461
Universitas Katolik Santo Thomas,Indonesia,1460
Rajiv Gandhi University of Knowledge Technologies,India,1460
K S Rangasamy College of Arts & Science,India,1459
(4) American University of Integrative Sciences St Maarten School of Medicine (Sint Eustatius),Sint Maarten,1459
Sekolah Tinggi Ilmu Ekonomi STIE Kesatuan Bogor,Indonesia,1458
Alcorn State University,United States of America,1458
Viterbo University,United States of America,1457
Avondale College,Australia,1456
(4) American Public University System,United States of America,1456
Tra Vinh University,Viet Nam,1456
Centro Universitário de Anapolis UNIEVANGÉLICA,Brazil,1455
Universitas Islam Sultan Agung Semarang,Indonesia,1455
Eastern Nazarene College,United States of America,1455
Instituto Federal de Educação Tecnológica do Pará IFPA,Brazil,1454
École Nationale Supérieure de Technologie,Algeria,1454
Institut Mines-Télécom Business School (Télécom École de Management),France,1453
Nong Lam University (Ho Chi Minh City University of Agriculture and Forestry),Viet Nam,1453
J K Lakshmipat University,India,1451
Fukuoka Women's University,Japan,1451
Toros University,Turkey,1449
Shu-Te University,Taiwan,1447
Ural State Economical University,Russia,1445
Link Campus University,Italy,1444
Shri Vile Parle Kelvani Mandal,India,1442
Centennial College Toronto,Canada,1441
Niger Delta University,Nigeria,1441
Rajamangala University of Technology Lanna,Thailand,1440
Arak University of Technology,Iran,1439
Morningside College,United States of America,1439
Universidade Católica de Pernambuco,Brazil,1438
Hochschule für Wirtschaft Zürich,Switzerland,1437
University of Elmergib,Libya,1435
Government V Y T PG Autonomous College Durg,India,1434
Palmer College of Chiropractic,United States of America,1433
Shawnee State University,United States of America,1433
Mendeleev University of Chemical Technology of Russia,Russia,1432
Gandhi Institute of Engineering and Technology,India,1429
Washington & Jefferson College,United States of America,1429
Sabzevar University of Medical Sciences,Iran,1428
University of Tennessee Martin,United States of America,1427
Agni College of Technology,India,1425
(1) Oriental Group of Institutes Bhopal,India,1423
National University of Modern Languages Islamabad,Pakistan,1423
